layout,WPM,CER,NER,numC,numIF,numF,numINF,numCancel,presented_str,input_str,timed_actions
5,2.4507124768334263,0.32432432432432434,0.0,25,2,2,0,10,a problem with the engine,a problem with the engine,"[0.000488,cancel],[6.102632,a],[7.598602, ],[12.852264,p],[16.006104,r],[20.853394,o],[25.779694,cancel],[30.634186,b],[36.495728,l],[38.706726,e],[42.381348,m],[43.434052, ],[47.546570,w],[52.228882,cancel],[56.562408,i],[60.924103,cancel],[63.014435,cancel],[65.515900,h],[66.916901,cancel],[69.347504,cancel],[71.818237,del],[74.567932,cancel],[76.754822,t],[79.106873,h],[81.940491, ],[84.957428,t],[86.769165,h],[88.629822,cancel],[90.264923,e],[92.516205, ],[94.776154,e],[99.938202,n],[104.120819,i],[106.871521,del],[109.280884,g],[111.390656,cancel],[113.964020,i],[116.349182,n],[117.516846,e],[119.766754,done]"
5,3.4387771499119353,0.16129032258064516,0.06451612903225806,24,1,1,2,4,the voters turfed him out,the voters tured  him out,"[0.000031,t],[3.249695,h],[4.094757,e],[9.036102,r],[10.966705,del],[12.358398, ],[15.184784,v],[22.381012,o],[24.046692,t],[26.081757,e],[30.121246,r],[35.697693,s],[36.801300, ],[38.058472,t],[43.110382,u],[45.230835,r],[46.284454,e],[51.295929,d],[52.658844, ],[53.940094, ],[57.804932,h],[61.807800,cancel],[63.747559,cancel],[66.350037,i],[70.638672,m],[72.090729, ],[74.990540,cancel],[76.885132,o],[80.920532,u],[82.736237,cancel],[83.750702,t],[85.895142,done]"
5,3.6813266716971667,0.15,0.0,34,0,0,0,6,tell a lie and your nose will grow,tell a lie and your nose will grow,"[0.000031,t],[0.681396,e],[4.011749,l],[5.579895,l],[8.174835, ],[9.663086,a],[10.948303, ],[13.641541,l],[17.704224,i],[19.240967,cancel],[21.028198,e],[23.355377,cancel],[25.243195, ],[26.346893,a],[30.359314,cancel],[34.499756,cancel],[36.670959,n],[40.236969,d],[41.720062, ],[48.793762,y],[51.442841,o],[54.930969,cancel],[57.462311,cancel],[59.366791,u],[62.973419,r],[63.841888, ],[67.860016,n],[70.651611,o],[77.207642,s],[77.785339,e],[78.716858, ],[84.259338,w],[88.275818,i],[91.742706,l],[93.027802,l],[95.260651, ],[99.026794,g],[101.998718,r],[105.100708,o],[107.569916,w],[110.844696,done]"
5,2.420036104064561,0.25925925925925924,0.0,20,4,4,0,3,join us on the patio,join us on the patio,"[0.000000,j],[3.478180,o],[6.345428,cancel],[9.901825,i],[14.496155,n],[15.392609, ],[21.520905,u],[27.505402,s],[28.376312, ],[33.157257,o],[38.071442,n],[39.858459, ],[42.090118,t],[45.536041,h],[47.575317,e],[48.863708, ],[52.571655,p],[53.772003,a],[56.399384,cancel],[59.704224,i],[64.183594,cancel],[66.011902,o],[68.178680,n],[73.483734,del],[75.590424,del],[77.271271,del],[80.131714,t],[83.724365,i],[88.736908,o],[92.053497, ],[94.213470,del],[96.076691,done]"
5,4.040198960312916,0.125,0.0,21,1,1,0,2,santa claus got stuck,santa claus got stuck,"[0.000031,s],[1.386505,a],[5.343903,cancel],[7.373505,n],[10.728363,t],[11.671753,a],[12.591187, ],[16.745270,c],[19.653564,r],[21.970978,del],[23.402649,l],[24.276550,a],[27.698547,u],[33.337433,s],[35.164825, ],[38.300415,g],[41.303467,o],[42.618500,t],[43.857635, ],[47.849335,s],[48.699524,t],[51.157013,u],[53.842896,cancel],[56.556061,c],[59.403015,k],[61.431671,done]"
5,3.346635666250212,0.2608695652173913,0.0,34,5,5,0,7,the cat has a pleasant temperament,the cat has a pleasant temperament,"[0.000031,t],[2.697449,h],[5.072113,e],[6.072235, ],[9.233948,c],[9.873566,a],[10.403656,t],[11.498077, ],[15.874725,h],[16.499359,cancel],[18.154083,a],[23.028412,s],[24.174744, ],[25.132843,a],[25.961792, ],[32.407898,e],[34.375244,cancel],[38.220428,del],[41.059448,p],[43.487701,l],[45.581635,e],[46.296539,a],[51.491577,s],[54.393860,a],[56.869873,t],[58.880310,del],[61.198517,n],[61.853027,t],[64.020874, ],[65.274445,t],[66.243011,e],[69.804169,cancel],[74.038055,p],[74.730988,cancel],[75.779175,e],[78.343170,r],[84.097534,del],[85.530212,del],[86.928009,del],[91.567108,cancel],[94.048950,m],[97.988129,cancel],[100.899658,p],[102.039948,cancel],[103.168243,e],[106.050110,r],[108.192322,a],[113.245300,m],[113.918793,e],[117.206360,n],[118.327789,t],[120.184021,done]"
5,3.2824385829528557,0.23333333333333334,0.03333333333333333,22,1,1,1,6,breathing is difficult,breathing is difficult ,"[0.000031,b],[2.356873,r],[3.286469,e],[4.159424,a],[5.390808,t],[8.610687,h],[10.869324,cancel],[14.103699,i],[17.466370,n],[23.976135,g],[26.376709, ],[30.444641,cancel],[32.694214,i],[37.253540,s],[39.461121,cancel],[40.621887, ],[44.726074,q],[46.640900,del],[49.450165,d],[52.528442,i],[56.305695,cancel],[59.382080,f],[61.355743,f],[64.096436,i],[65.823059,cancel],[69.035522,c],[73.031158,u],[77.346344,l],[78.001068,cancel],[79.026276,t],[80.428009, ],[82.472687,done]"
5,4.368342654383518,0.16666666666666666,0.0,25,0,0,0,5,the capital of our nation,the capital of our nation,"[0.000000,t],[2.554474,cancel],[4.408264,h],[6.575287,e],[7.709320, ],[10.795410,c],[11.803497,a],[16.967957,p],[19.939728,i],[21.327026,t],[22.105835,a],[24.092163,l],[25.268555, ],[27.826019,o],[32.263031,f],[34.329590, ],[37.626801,cancel],[39.359283,o],[41.505127,u],[43.802948,cancel],[45.959991,r],[47.043304, ],[50.242065,n],[51.110962,a],[52.154907,t],[56.772980,i],[59.034943,cancel],[60.660370,o],[62.912506,n],[65.928894,cancel],[68.880432,done]"
5,3.951481332513845,0.12121212121212122,0.0,29,2,2,0,2,experience is hard to come by,experience is hard to come by,"[0.000031,e],[4.344055,x],[7.819916,p],[8.905426,e],[11.758118,r],[14.085815,cancel],[16.542084,cancel],[20.031006,i],[21.049377,e],[29.398743,n],[31.869843,c],[33.806946,e],[35.457062, ],[38.441223,i],[45.438934,s],[46.479828, ],[49.035919,h],[49.970612,a],[52.635376,r],[56.127777,d],[60.083405,t],[62.915375,del],[63.750000, ],[64.874634,t],[67.242706,o],[68.524506, ],[70.802826,c],[71.519165, ],[73.765259,del],[75.925537,o],[77.979401,m],[78.594849,e],[79.628082, ],[82.867432,b],[85.031403,y],[86.963348,done]"
5,4.153902888752305,0.14814814814814814,0.0,23,1,1,0,3,the dog buried the bone,the dog buried the bone,"[0.000183,t],[2.399292,cancel],[5.397858,h],[7.218506,e],[8.506653, ],[11.501953,d],[15.809082,cancel],[17.190857,o],[20.676758,g],[23.297302, ],[28.228058,b],[29.971069,u],[32.734009,t],[34.690521,del],[37.296722,r],[41.885864,i],[42.862061,e],[45.203461,d],[47.424316, ],[49.161194,cancel],[50.302094,t],[52.274689,h],[53.033966,e],[54.358521, ],[59.437531,b],[61.122101,o],[62.763824,n],[63.554688,e],[65.358154,done]"
5,4.241666311353333,0.12,0.0,22,0,0,0,3,lydia wants to go home,lydia wants to go home,"[0.000031,l],[4.882467,cancel],[7.067322,cancel],[9.521667,y],[12.263519,d],[14.702026,i],[15.501129,a],[17.143860, ],[22.558716,w],[23.541840,a],[25.223389,n],[27.644775,t],[32.502319,s],[33.533539, ],[34.697937,t],[37.165161,o],[40.906525,cancel],[41.816223, ],[45.749512,g],[47.732727,o],[51.710602, ],[54.825562,h],[56.420990,o],[58.567169,m],[59.410614,e],[61.116943,done]"
5,4.230088128334541,0.19444444444444445,0.0,29,1,1,0,6,be persistent to win a strike,be persistent to win a strike,"[0.000061,b],[0.866913,e],[2.023560, ],[5.653412,p],[6.669250,e],[12.637695,r],[17.130646,s],[21.151001,cancel],[23.852142,cancel],[27.448273,i],[30.174896,cancel],[33.352966,s],[34.790405,t],[35.457245,e],[37.696655,n],[38.504303,t],[39.604584, ],[40.433289,t],[42.399658,o],[43.420593, ],[46.758911,w],[47.312286,e],[49.959167,del],[52.156464,cancel],[54.725067,i],[56.477661,n],[57.933105, ],[58.684570,a],[60.219330, ],[63.425110,cancel],[64.484100,s],[65.304230,t],[69.817108,r],[71.946991,cancel],[74.516327,i],[76.936707,k],[79.430969,e],[81.830536,done]"
5,6.385475744843537,0.14814814814814814,0.07407407407407407,21,0,0,2,4,i will meet you at noon,iwll meet you at noon,"[0.000031,i],[2.690613,w],[4.551147,l],[5.687408,l],[8.189026,cancel],[9.436218, ],[11.702972,m],[12.588562,e],[13.376099,e],[14.122467,t],[15.020966, ],[18.844574,y],[20.355438,cancel],[21.790802,o],[24.559021,u],[25.593323, ],[26.348846,cancel],[27.262817,a],[28.689270,t],[30.442902, ],[31.857788,cancel],[33.597717,n],[34.951263,o],[36.279816,o],[37.585297,n],[38.896088,done]"
5,3.926274514581043,0.27586206896551724,0.0,21,2,2,0,6,are you talking to me,are you talking to me,"[0.000031,a],[2.562500,r],[4.140625,e],[5.665710, ],[10.089905,cancel],[12.386902,y],[13.620056,cancel],[16.088562,o],[20.377930,u],[21.445679, ],[22.825684,t],[23.557892,a],[24.974152,l],[27.768219,k],[31.710754,cancel],[33.797546,cancel],[35.726440,i],[39.909729,n],[42.720795,g],[45.179291,cancel],[45.889404, ],[46.829681,t],[48.253967,o],[50.253998,m],[50.844421,e],[53.127747,del],[54.313019,del],[56.283752,cancel],[57.651062, ],[60.181000,m],[61.126648,e],[62.426422,done]"
5,3.1524161661266916,0.3023255813953488,0.13953488372093023,24,4,4,6,9,nothing wrong with his style,nothining wrong with style,"[0.000031,n],[2.899780,o],[3.895569,t],[6.401886,h],[8.274719,i],[11.959290,cancel],[13.260773,n],[16.114624,i],[17.912659,n],[19.657349,cancel],[21.723480,g],[23.296844, ],[25.585663,w],[28.428406,r],[29.595642,o],[33.217560,cancel],[34.545563,n],[37.534729,cancel],[39.309570,cancel],[41.495819,i],[43.288025,del],[46.205811,g],[49.872223,w],[53.640747,i],[54.524170,t],[58.732605,cancel],[60.038391,del],[61.257812,del],[62.568390,del],[63.863556, ],[68.542328,cancel],[71.062866,w],[72.878571,i],[75.019623,t],[77.560760,h],[79.120880, ],[83.323608,s],[84.157898,t],[88.667236,y],[90.742401,l],[91.552246,e],[93.512054,cancel],[95.165100,cancel],[97.017426,done]"
5,4.660853348838677,0.13043478260869565,0.043478260869565216,19,0,0,1,3,join us on the patio,join us on the paio,"[0.000031,j],[1.678040,o],[6.183777,i],[9.082428,cancel],[10.913971,n],[11.990814, ],[14.836304,u],[16.600372,cancel],[20.893982,s],[21.832275, ],[24.205566,o],[25.717346,n],[26.597626, ],[27.825684,t],[31.097778,h],[31.951202,e],[33.046814, ],[37.576843,p],[38.276581,a],[42.638733,cancel],[45.180237,i],[46.343445,o],[48.890228,done]"
5,5.297343526746253,0.1111111111111111,0.0,32,1,1,0,3,what to do when the oil runs dry,what to do when the oil runs dry,"[0.000031,w],[3.843475,h],[5.240967,a],[6.565826,t],[7.422180, ],[8.499451,t],[10.116425,o],[12.806335,cancel],[13.694092, ],[15.408234,d],[16.933746,o],[17.478241, ],[20.209900,w],[22.670044,h],[23.295563,e],[24.816071,n],[25.618256, ],[27.202454,t],[29.401306,h],[30.208923,e],[31.219025, ],[33.213623,o],[35.228363,cancel],[37.475677,i],[38.992950,l],[39.773163, ],[42.911163,r],[44.854858,u],[46.218292,n],[50.130676,s],[51.469666, ],[54.054047,r],[55.952087,cancel],[59.677765,del],[62.004578,d],[65.797363,r],[70.223877,y],[72.720306,done]"
5,4.575884932592926,0.25925925925925924,0.0,40,6,6,0,8,knee bone is connected to the thigh bone,knee bone is connected to the thigh bone,"[0.000000,k],[1.209747,n],[1.778381,e],[2.362122,e],[4.588165, ],[7.367432,b],[8.706970,o],[9.908722,n],[10.444702,e],[11.452301, ],[13.415649,cancel],[14.589508,i],[17.732300,s],[18.487396, ],[20.932373,c],[22.704468,o],[23.927002,n],[25.012695,n],[25.508545,e],[27.199402,c],[29.066101,t],[29.608398,e],[31.574646,cancel],[33.752869,d],[34.618042, ],[35.972748,t],[38.385071,cancel],[39.565521,o],[40.153564, ],[40.889832,t],[43.535492,x],[44.192383, ],[46.298248,cancel],[48.099274,del],[49.281250,del],[51.647247,h],[52.219177,e],[54.073151, ],[55.633179,t],[56.941772,h],[59.757507,i],[62.071930,cancel],[65.099823,n],[67.423737,cancel],[68.545715,h],[71.327667,del],[75.450104,cancel],[76.828247,del],[79.698822,cancel],[84.081177,g],[86.610901,h],[88.737701, ],[92.697205,b],[95.194000,o],[96.538849,t],[97.159882,e],[98.982178,del],[100.118683,del],[101.618622,n],[102.275299,e],[103.956604,done]"
5,6.2448345629741135,0.1875,0.0,26,3,3,0,3,where did you get that tie,where did you get that tie,"[0.000000,w],[1.367157,h],[1.972778,e],[4.965637,r],[5.976074,e],[6.929138, ],[9.195496,cancel],[10.553009,d],[13.107086,i],[15.149109,d],[16.638824, ],[19.376343,y],[21.209167,o],[23.354767,u],[25.647339, ],[27.793701,i],[28.395691,e],[28.883179,t],[31.678375,del],[32.819580,del],[33.847473,del],[36.320557,g],[36.839722,e],[37.638336,cancel],[38.572266,t],[39.924835, ],[40.857605,t],[41.986145,h],[42.505676,a],[43.158447,t],[43.822327, ],[44.550232,cancel],[45.433624,t],[47.546906,i],[48.039703,e],[50.163330,done]"
5,4.6781480518152705,0.2727272727272727,0.022727272727272728,31,5,5,1,7,the opposing team is over there,the opposing team is over there ,"[0.000458,cancel],[1.037048,cancel],[2.029663,t],[3.317261,h],[4.598724,e],[5.551575, ],[7.566833,o],[11.138306,p],[12.622253,p],[13.931641,cancel],[16.034668,s],[18.201385,cancel],[21.878204,cancel],[24.577515,i],[25.957031,n],[28.575378,g],[32.060944,del],[33.219452,del],[34.203674,del],[35.110321,del],[37.133057,o],[40.401031,s],[41.942688,i],[43.983643,cancel],[45.147369,n],[47.009308,g],[47.971466, ],[48.869934,t],[49.332733,e],[49.878754,a],[51.838928,m],[52.410248, ],[54.842194,i],[56.930573,cancel],[58.494751,s],[59.134521, ],[60.620056,o],[66.063263,v],[66.579468,e],[67.812561,a],[70.457031,del],[72.476166,r],[73.165771, ],[74.006866,t],[75.819763,h],[76.354858,e],[77.781525,r],[78.305115,e],[79.518646, ],[81.376526,done]"
5,3.720163063286905,0.28205128205128205,0.02564102564102564,27,6,6,1,5,a psychiatrist will help you,a psichiatrist will help you,"[0.000183,cancel],[1.388336,a],[4.914001,cancel],[7.990234,p],[11.308929,s],[13.935730,y],[15.550079,c],[16.975372,h],[19.842255,i],[24.999573,del],[26.439362,del],[27.565948,del],[28.703613,del],[29.671661,del],[30.606262,del],[31.840210, ],[35.325867,p],[37.228577,s],[38.884552,i],[42.067383,c],[46.316742,h],[48.082703,cancel],[49.894470,i],[50.662659,a],[51.279480,cancel],[52.484222,t],[54.261414,r],[55.722687,i],[57.934601,s],[58.817322,t],[60.543701, ],[62.917633,w],[64.567627,i],[65.839752,l],[67.077484,l],[69.081573, ],[71.576691,h],[72.066803,e],[74.199585,l],[77.558197,p],[78.172394, ],[80.457733,y],[81.787933,cancel],[85.074738,o],[87.092957,u],[88.532166,done]"
5,5.618342805081698,0.13043478260869565,0.021739130434782608,39,2,2,1,4,burglars never leave their business card,burglars oever leave their business card,"[0.000000,b],[8.067017,u],[10.568115,r],[13.465698,g],[16.429382,cancel],[18.327728,l],[18.841095,a],[20.744263,r],[23.065216,cancel],[26.039368,s],[27.385803, ],[29.211700,o],[29.998749,e],[33.519165,v],[33.989227,e],[35.287781,r],[35.887482, ],[37.808777,l],[38.309570,e],[38.884369,a],[41.602081,v],[42.076050,e],[42.620758, ],[43.877502,t],[45.620758,h],[46.055878,e],[47.692841,i],[49.670837,r],[50.480743, ],[51.152130,e],[53.735535,del],[55.787262,b],[56.488434,e],[59.099396,cancel],[60.795715,del],[62.441498,u],[67.829987,s],[70.188446,i],[71.811676,n],[72.428955,e],[73.926239,s],[74.912964,s],[75.821594, ],[77.790588,c],[78.459808,a],[79.764832,r],[81.980865,cancel],[83.298584,d],[85.545319,done]"
5,4.701662254601775,0.32608695652173914,0.0,31,8,8,0,7,this leather jacket is too warm,this leather jacket is too warm,"[0.000031,t],[1.300659,cancel],[4.011078,h],[5.801483,i],[8.184998,s],[9.107056, ],[10.267792,l],[10.785248,e],[11.316986,a],[11.860138,cancel],[12.903442,t],[14.211761, ],[15.929718,del],[17.172394,h],[17.715790,e],[19.553192,r],[23.963257,j],[24.490692,a],[26.231201,c],[28.687347,k],[29.128540,e],[29.897095,t],[30.894226, ],[32.380890,del],[33.289825,del],[34.176575,del],[35.159180,del],[36.162415,del],[38.596069,cancel],[39.631073,del],[40.526215,del],[41.935761, ],[47.638733,cancel],[49.914246,j],[50.408905,a],[52.205627,c],[54.531738,k],[56.193848,e],[56.734558,cancel],[57.962585,t],[58.546051, ],[60.366547,i],[61.614136,s],[62.177795, ],[63.853119,t],[65.275360,cancel],[66.709473,o],[67.748962,o],[68.473145, ],[70.727631,cancel],[72.367157,w],[72.850922,a],[74.737854,r],[76.568665,m],[78.001038,done]"
5,4.585480989534397,0.16129032258064516,0.0,26,3,3,0,2,well connected with people,well connected with people,"[0.000031,w],[1.430084,e],[2.937286,l],[6.668732,l],[9.424744, ],[10.696106,a],[13.039032,del],[14.803375,c],[16.904449,o],[18.937653,n],[21.378265,cancel],[22.999329,n],[24.146881,e],[27.221832,c],[31.455872,t],[32.480896,e],[35.852539,d],[37.819855, ],[40.483887,w],[42.506378,i],[43.041168,t],[44.537842,h],[45.632172, ],[48.407654,p],[48.885742,e],[51.190735,p],[53.078400,l],[55.145691,del],[56.311279,del],[58.023895,cancel],[60.405579,o],[63.548065,p],[64.899353,l],[65.423889,e],[66.800323,done]"
5,6.11347882665694,0.1794871794871795,0.0,32,3,3,0,4,a little encouragement is needed,a little encouragement is needed,"[0.000031,a],[1.175690, ],[4.395721,l],[5.744781,l],[7.455353,del],[8.042877,e],[9.170441, ],[10.685608,del],[11.817383,del],[13.231049,i],[13.870514,cancel],[14.959900,t],[15.508606,t],[16.589294,l],[17.280731,e],[19.691315, ],[20.518463,e],[22.286865,n],[24.082581,c],[25.270966,o],[27.465240,u],[30.004181,r],[30.540070,a],[32.363464,g],[34.250519,e],[37.104645,m],[37.496368,e],[40.114655,cancel],[41.326447,n],[41.779785,t],[42.998230, ],[45.962341,cancel],[48.322083,i],[50.665100,s],[51.147766, ],[54.061462,cancel],[55.901031,n],[56.463715,e],[57.109497,e],[59.265411,d],[59.692261,e],[60.849152,d],[62.814301,done]"
5,3.991383878714649,0.3023255813953488,0.0,30,7,7,0,6,be discreet about your meeting,be discreet about your meeting,"[0.000488,cancel],[2.873047,b],[3.336182,cancel],[4.487762,e],[7.321442,cancel],[8.666809, ],[11.128113,c],[11.729279,a],[13.196991,r],[13.690765,e],[15.264191,cancel],[16.792419,d],[19.306427,del],[20.325470,del],[21.420441,del],[22.916229,t],[24.585297,del],[25.825897,del],[27.047577,del],[28.764832,d],[31.584442,i],[35.448059,s],[38.022827,c],[39.419250,r],[39.984375,e],[41.441010,e],[42.124268,t],[44.033783, ],[44.993561,a],[47.949860,b],[50.441071,o],[52.862701,u],[54.979309,t],[56.045288, ],[60.027008,y],[63.215179,o],[65.800262,u],[68.533844,r],[69.519257, ],[71.725922,o],[73.922028,del],[76.820984,m],[77.530090,e],[78.203308,cancel],[79.296112,e],[79.904877,t],[82.299927,cancel],[83.886932,i],[85.443054,n],[87.187805,g],[89.195740,done]"
